filename,structure,set,new_x,new_y
field0717.jpg,NUCLEUS,train,421,288
field0717.jpg,NUCLEUS,train,502,289
field0717.jpg,KINETOPLAST,train,497,307
field0717.jpg,KINETOPLAST,train,644,587
field0717.jpg,NUCLEUS,train,659,586
field0717.jpg,NUCLEUS,train,613,445
field0717.jpg,KINETOPLAST,train,606,439
field0718.jpg,NUCLEUS,train,288,260
field0718.jpg,KINETOPLAST,train,345,375
field0718.jpg,KINETOPLAST,train,328,475
field0718.jpg,KINETOPLAST,train,540,441
field0718.jpg,NUCLEUS,train,527,427
field0718.jpg,KINETOPLAST,train,557,372
field0718.jpg,NUCLEUS,train,569,380
field0718.jpg,NUCLEUS,train,625,438
field0718.jpg,KINETOPLAST,train,609,447
field0718.jpg,KINETOPLAST,train,514,748
field0718.jpg,NUCLEUS,train,526,758
field0718.jpg,NUCLEUS,train,592,627
field0718.jpg,KINETOPLAST,train,591,618
field0719.jpg,KINETOPLAST,train,380,309
field0719.jpg,NUCLEUS,train,389,306
field0719.jpg,KINETOPLAST,train,482,514
field0719.jpg,NUCLEUS,train,470,524
field0719.jpg,KINETOPLAST,train,466,587
field0719.jpg,NUCLEUS,train,457,586
field0719.jpg,KINETOPLAST,train,382,537
field0719.jpg,KINETOPLAST,train,501,729
field0719.jpg,NUCLEUS,train,508,742
field0719.jpg,NUCLEUS,train,407,794
field0719.jpg,KINETOPLAST,train,87,492
field0719.jpg,NUCLEUS,train,74,485
field0719.jpg,NUCLEUS,train,130,565
field0719.jpg,KINETOPLAST,train,111,563
field0719.jpg,KINETOPLAST,train,209,505
field0719.jpg,NUCLEUS,train,219,499
field0719.jpg,KINETOPLAST,train,55,675
field0719.jpg,NUCLEUS,train,41,669
field0720.jpg,KINETOPLAST,train,525,366
field0720.jpg,NUCLEUS,train,533,371
field0720.jpg,KINETOPLAST,train,452,584
field0720.jpg,NUCLEUS,train,437,582
field0720.jpg,KINETOPLAST,train,389,624
field0720.jpg,NUCLEUS,train,383,617
field0720.jpg,KINETOPLAST,train,365,529
field0720.jpg,KINETOPLAST,train,313,749
field0720.jpg,NUCLEUS,train,309,763
field0720.jpg,NUCLEUS,train,201,728
field0720.jpg,KINETOPLAST,train,188,288
field0720.jpg,NUCLEUS,train,184,274
field0720.jpg,NUCLEUS,train,167,370
field0720.jpg,KINETOPLAST,train,155,356
field0720.jpg,KINETOPLAST,train,265,384
field0720.jpg,NUCLEUS,train,276,387
field0720.jpg,KINETOPLAST,train,36,395
field0720.jpg,NUCLEUS,train,30,381
field0721.jpg,KINETOPLAST,train,586,508
field0721.jpg,NUCLEUS,train,589,517
field0721.jpg,KINETOPLAST,train,381,610
field0721.jpg,NUCLEUS,train,371,598
field0721.jpg,KINETOPLAST,train,308,594
field0721.jpg,NUCLEUS,train,309,585
field0721.jpg,KINETOPLAST,train,358,510
field0721.jpg,KINETOPLAST,train,166,629
field0721.jpg,NUCLEUS,train,153,636
field0721.jpg,NUCLEUS,train,101,535
field0721.jpg,KINETOPLAST,train,403,215
field0721.jpg,NUCLEUS,train,410,202
field0721.jpg,NUCLEUS,train,330,258
field0721.jpg,KINETOPLAST,train,332,239
field0721.jpg,KINETOPLAST,train,390,337
field0721.jpg,NUCLEUS,train,396,347
field0721.jpg,KINETOPLAST,train,220,183
field0721.jpg,NUCLEUS,train,226,169
field0722.jpg,KINETOPLAST,train,530,653
field0722.jpg,NUCLEUS,train,525,661
field0722.jpg,KINETOPLAST,train,312,580
field0722.jpg,NUCLEUS,train,314,565
field0722.jpg,KINETOPLAST,train,272,517
field0722.jpg,NUCLEUS,train,279,511
field0722.jpg,KINETOPLAST,train,367,493
field0722.jpg,KINETOPLAST,train,147,441
field0722.jpg,NUCLEUS,train,133,437
field0722.jpg,NUCLEUS,train,167,329
field0722.jpg,KINETOPLAST,train,608,316
field0722.jpg,NUCLEUS,train,622,311
field0722.jpg,NUCLEUS,train,526,295
field0722.jpg,KINETOPLAST,train,540,283
field0722.jpg,KINETOPLAST,train,512,393
field0722.jpg,NUCLEUS,train,509,404
field0722.jpg,KINETOPLAST,train,500,164
field0722.jpg,NUCLEUS,train,515,158
field0723.jpg,KINETOPLAST,train,387,714
field0723.jpg,NUCLEUS,train,378,717
field0723.jpg,KINETOPLAST,train,285,509
field0723.jpg,NUCLEUS,train,297,499
field0723.jpg,KINETOPLAST,train,301,436
field0723.jpg,NUCLEUS,train,310,437
field0723.jpg,KINETOPLAST,train,385,486
field0723.jpg,KINETOPLAST,train,266,294
field0723.jpg,NUCLEUS,train,259,281
field0723.jpg,NUCLEUS,train,360,229
field0723.jpg,KINETOPLAST,train,680,531
field0723.jpg,NUCLEUS,train,693,538
field0723.jpg,NUCLEUS,train,637,458
field0723.jpg,KINETOPLAST,train,656,460
field0723.jpg,KINETOPLAST,train,558,518
field0723.jpg,NUCLEUS,train,548,524
field0723.jpg,KINETOPLAST,train,712,348
field0723.jpg,NUCLEUS,train,726,354
field0724.jpg,KINETOPLAST,train,243,658
field0724.jpg,NUCLEUS,train,235,653
field0724.jpg,KINETOPLAST,train,316,440
field0724.jpg,NUCLEUS,train,331,442
field0724.jpg,KINETOPLAST,train,379,400
field0724.jpg,NUCLEUS,train,385,407
field0724.jpg,KINETOPLAST,train,403,495
field0724.jpg,KINETOPLAST,train,454,275
field0724.jpg,NUCLEUS,train,458,261
field0724.jpg,NUCLEUS,train,567,295
field0724.jpg,KINETOPLAST,train,580,736
field0724.jpg,NUCLEUS,train,584,750
field0724.jpg,NUCLEUS,train,601,654
field0724.jpg,KINETOPLAST,train,613,668
field0724.jpg,KINETOPLAST,train,503,640
field0724.jpg,NUCLEUS,train,492,637
field0724.jpg,KINETOPLAST,train,732,628
field0724.jpg,NUCLEUS,train,738,642
field0725.jpg,KINETOPLAST,train,181,515
field0725.jpg,NUCLEUS,train,178,506
field0725.jpg,KINETOPLAST,train,386,413
field0725.jpg,NUCLEUS,train,396,425
field0725.jpg,KINETOPLAST,train,459,429
field0725.jpg,NUCLEUS,train,458,438
field0725.jpg,KINETOPLAST,train,409,513
field0725.jpg,KINETOPLAST,train,601,394
field0725.jpg,NUCLEUS,train,614,387
field0725.jpg,NUCLEUS,train,666,488
field0725.jpg,KINETOPLAST,train,364,808
field0725.jpg,NUCLEUS,train,357,821
field0725.jpg,NUCLEUS,train,437,765
field0725.jpg,KINETOPLAST,train,435,784
field0725.jpg,KINETOPLAST,train,377,686
field0725.jpg,NUCLEUS,train,371,676
field0725.jpg,KINETOPLAST,train,547,840
field0725.jpg,NUCLEUS,train,541,854
field0726.jpg,KINETOPLAST,train,426,260
field0726.jpg,NUCLEUS,train,424,245
field0726.jpg,KINETOPLAST,train,272,260
field0726.jpg,NUCLEUS,train,252,264
field0726.jpg,KINETOPLAST,train,220,265
field0726.jpg,NUCLEUS,train,231,285
field0726.jpg,KINETOPLAST,train,133,330
field0726.jpg,NUCLEUS,train,126,347
field0726.jpg,KINETOPLAST,train,91,435
field0726.jpg,NUCLEUS,train,502,425
field0726.jpg,KINETOPLAST,train,311,636
field0726.jpg,NUCLEUS,train,312,654
field0726.jpg,NUCLEUS,train,91,454
field0727.jpg,KINETOPLAST,train,592,364
field0727.jpg,NUCLEUS,train,601,352
field0727.jpg,KINETOPLAST,train,483,255
field0727.jpg,NUCLEUS,train,466,244
field0727.jpg,KINETOPLAST,train,443,222
field0727.jpg,NUCLEUS,train,436,244
field0727.jpg,KINETOPLAST,train,335,207
field0727.jpg,NUCLEUS,train,318,214
field0727.jpg,KINETOPLAST,train,231,251
field0727.jpg,NUCLEUS,train,529,534
field0727.jpg,KINETOPLAST,train,245,549
field0727.jpg,NUCLEUS,train,233,562
field0727.jpg,NUCLEUS,train,218,264
field0728.jpg,KINETOPLAST,train,635,554
field0728.jpg,NUCLEUS,train,650,552
field0728.jpg,KINETOPLAST,train,635,400
field0728.jpg,NUCLEUS,train,631,380
field0728.jpg,KINETOPLAST,train,630,348
field0728.jpg,NUCLEUS,train,610,359
field0728.jpg,KINETOPLAST,train,565,261
field0728.jpg,NUCLEUS,train,548,254
field0728.jpg,KINETOPLAST,train,460,219
field0728.jpg,NUCLEUS,train,470,630
field0728.jpg,KINETOPLAST,train,259,439
field0728.jpg,NUCLEUS,train,241,440
field0728.jpg,NUCLEUS,train,441,219
field0729.jpg,KINETOPLAST,train,532,720
field0729.jpg,NUCLEUS,train,544,729
field0729.jpg,KINETOPLAST,train,641,611
field0729.jpg,NUCLEUS,train,652,594
field0729.jpg,KINETOPLAST,train,674,571
field0729.jpg,NUCLEUS,train,652,564
field0729.jpg,KINETOPLAST,train,689,462
field0729.jpg,NUCLEUS,train,682,445
field0729.jpg,KINETOPLAST,train,645,358
field0729.jpg,NUCLEUS,train,362,657
field0729.jpg,KINETOPLAST,train,347,373
field0729.jpg,NUCLEUS,train,334,361
field0729.jpg,NUCLEUS,train,632,345
field0730.jpg,KINETOPLAST,train,341,763
field0730.jpg,NUCLEUS,train,343,778
field0730.jpg,KINETOPLAST,train,495,763
field0730.jpg,NUCLEUS,train,515,759
field0730.jpg,KINETOPLAST,train,547,758
field0730.jpg,NUCLEUS,train,536,738
field0730.jpg,KINETOPLAST,train,634,693
field0730.jpg,NUCLEUS,train,641,676
field0730.jpg,KINETOPLAST,train,676,588
field0730.jpg,NUCLEUS,train,265,598
field0730.jpg,KINETOPLAST,train,456,387
field0730.jpg,NUCLEUS,train,455,369
field0730.jpg,NUCLEUS,train,676,569
field0731.jpg,KINETOPLAST,train,176,660
field0731.jpg,NUCLEUS,train,167,672
field0731.jpg,KINETOPLAST,train,285,769
field0731.jpg,NUCLEUS,train,302,780
field0731.jpg,KINETOPLAST,train,325,802
field0731.jpg,NUCLEUS,train,332,780
field0731.jpg,KINETOPLAST,train,433,817
field0731.jpg,NUCLEUS,train,450,810
field0731.jpg,KINETOPLAST,train,537,773
field0731.jpg,NUCLEUS,train,239,490
field0731.jpg,KINETOPLAST,train,523,475
field0731.jpg,NUCLEUS,train,535,462
field0731.jpg,NUCLEUS,train,550,760
field0732.jpg,KINETOPLAST,train,132,469
field0732.jpg,NUCLEUS,train,117,471
field0732.jpg,KINETOPLAST,train,132,623
field0732.jpg,NUCLEUS,train,136,643
field0732.jpg,KINETOPLAST,train,137,675
field0732.jpg,NUCLEUS,train,157,664
field0732.jpg,KINETOPLAST,train,202,762
field0732.jpg,NUCLEUS,train,219,769
field0732.jpg,KINETOPLAST,train,307,804
field0732.jpg,NUCLEUS,train,297,393
field0732.jpg,KINETOPLAST,train,508,584
field0732.jpg,NUCLEUS,train,526,583
field0732.jpg,NUCLEUS,train,326,804
field0733.jpg,KINETOPLAST,train,217,443
field0733.jpg,KINETOPLAST,train,307,475
field0733.jpg,NUCLEUS,train,230,439
field0733.jpg,NUCLEUS,train,545,265
field0733.jpg,NUCLEUS,train,311,461
field0734.jpg,KINETOPLAST,train,315,346
field0734.jpg,KINETOPLAST,train,356,432
field0734.jpg,NUCLEUS,train,327,352
field0734.jpg,NUCLEUS,train,672,452
field0734.jpg,NUCLEUS,train,368,425
field0735.jpg,KINETOPLAST,train,452,345
field0735.jpg,KINETOPLAST,train,420,435
field0735.jpg,NUCLEUS,train,456,358
field0735.jpg,NUCLEUS,train,630,673
field0735.jpg,NUCLEUS,train,434,439
field0736.jpg,KINETOPLAST,train,550,443
field0736.jpg,KINETOPLAST,train,464,484
field0736.jpg,NUCLEUS,train,544,455
field0736.jpg,NUCLEUS,train,444,800
field0736.jpg,NUCLEUS,train,471,496
field0737.jpg,KINETOPLAST,train,550,580
field0737.jpg,KINETOPLAST,train,460,548
field0737.jpg,NUCLEUS,train,537,584
field0737.jpg,NUCLEUS,train,222,758
field0737.jpg,NUCLEUS,train,456,562
field0738.jpg,KINETOPLAST,train,453,678
field0738.jpg,KINETOPLAST,train,412,592
field0738.jpg,NUCLEUS,train,441,672
field0738.jpg,NUCLEUS,train,96,572
field0738.jpg,NUCLEUS,train,400,599
field0739.jpg,KINETOPLAST,train,315,678
field0739.jpg,KINETOPLAST,train,347,588
field0739.jpg,NUCLEUS,train,311,665
field0739.jpg,NUCLEUS,train,137,350
field0739.jpg,NUCLEUS,train,333,584
field0740.jpg,KINETOPLAST,train,213,385
field0741.jpg,KINETOPLAST,train,353,302
field0742.jpg,KINETOPLAST,train,510,341
field0743.jpg,KINETOPLAST,train,594,481
field0744.jpg,KINETOPLAST,train,554,638
field0745.jpg,KINETOPLAST,train,415,722
field0746.jpg,KINETOPLAST,train,257,682
field0747.jpg,NUCLEUS,train,91,367
field0747.jpg,NUCLEUS,train,102,411
field0747.jpg,KINETOPLAST,train,109,400
field0747.jpg,KINETOPLAST,train,292,487
field0747.jpg,NUCLEUS,train,292,499
field0747.jpg,KINETOPLAST,train,368,589
field0747.jpg,NUCLEUS,train,367,603
field0747.jpg,NUCLEUS,train,533,692
field0748.jpg,NUCLEUS,train,279,203
field0748.jpg,NUCLEUS,train,256,242
field0748.jpg,KINETOPLAST,train,269,239
field0748.jpg,KINETOPLAST,train,337,430
field0748.jpg,NUCLEUS,train,328,439
field0748.jpg,KINETOPLAST,train,318,556
field0748.jpg,NUCLEUS,train,308,565
field0748.jpg,NUCLEUS,train,362,745
field0749.jpg,NUCLEUS,train,528,219
field0749.jpg,NUCLEUS,train,484,230
field0749.jpg,KINETOPLAST,train,495,237
field0749.jpg,KINETOPLAST,train,408,420
field0749.jpg,NUCLEUS,train,396,420
field0749.jpg,KINETOPLAST,train,306,496
field0749.jpg,NUCLEUS,train,292,495
field0749.jpg,NUCLEUS,train,203,661
field0750.jpg,NUCLEUS,train,693,406
field0750.jpg,NUCLEUS,train,654,383
field0750.jpg,KINETOPLAST,train,657,396
field0750.jpg,KINETOPLAST,train,466,465
field0750.jpg,NUCLEUS,train,457,456
field0750.jpg,KINETOPLAST,train,340,446
field0750.jpg,NUCLEUS,train,331,436
field0750.jpg,NUCLEUS,train,151,490
field0751.jpg,NUCLEUS,train,676,656
field0751.jpg,NUCLEUS,train,665,612
field0751.jpg,KINETOPLAST,train,658,623
field0751.jpg,KINETOPLAST,train,475,536
field0751.jpg,NUCLEUS,train,475,524
field0751.jpg,KINETOPLAST,train,399,434
field0751.jpg,NUCLEUS,train,400,420
field0751.jpg,NUCLEUS,train,234,331
field0752.jpg,NUCLEUS,train,489,821
field0752.jpg,NUCLEUS,train,512,782
field0752.jpg,KINETOPLAST,train,499,785
field0752.jpg,KINETOPLAST,train,431,594
field0752.jpg,NUCLEUS,train,440,585
field0752.jpg,KINETOPLAST,train,450,468
field0752.jpg,NUCLEUS,train,460,459
field0752.jpg,NUCLEUS,train,405,279
field0753.jpg,NUCLEUS,train,239,804
field0753.jpg,NUCLEUS,train,283,793
field0753.jpg,KINETOPLAST,train,272,786
field0753.jpg,KINETOPLAST,train,359,603
field0753.jpg,NUCLEUS,train,371,603
field0753.jpg,KINETOPLAST,train,461,527
field0753.jpg,NUCLEUS,train,475,528
field0753.jpg,NUCLEUS,train,564,362
field0754.jpg,KINETOPLAST,train,635,609
field0754.jpg,NUCLEUS,train,632,593
field0754.jpg,KINETOPLAST,train,352,605
field0754.jpg,NUCLEUS,train,363,598
field0754.jpg,KINETOPLAST,train,283,666
field0755.jpg,KINETOPLAST,train,493,759
field0755.jpg,NUCLEUS,train,502,745
field0755.jpg,KINETOPLAST,train,296,556
field0755.jpg,NUCLEUS,train,308,559
field0755.jpg,KINETOPLAST,train,204,550
field0756.jpg,KINETOPLAST,train,286,763
field0756.jpg,NUCLEUS,train,302,760
field0756.jpg,KINETOPLAST,train,290,480
field0756.jpg,NUCLEUS,train,297,491
field0756.jpg,KINETOPLAST,train,229,411
field0757.jpg,KINETOPLAST,train,137,621
field0757.jpg,NUCLEUS,train,151,630
field0757.jpg,KINETOPLAST,train,340,424
field0757.jpg,NUCLEUS,train,337,436
field0757.jpg,KINETOPLAST,train,346,332
field0758.jpg,KINETOPLAST,train,132,414
field0758.jpg,NUCLEUS,train,135,430
field0758.jpg,KINETOPLAST,train,415,418
field0758.jpg,NUCLEUS,train,404,425
field0758.jpg,KINETOPLAST,train,484,357
field0759.jpg,KINETOPLAST,train,274,265
field0759.jpg,NUCLEUS,train,265,279
field0759.jpg,KINETOPLAST,train,472,468
field0759.jpg,NUCLEUS,train,460,465
field0759.jpg,KINETOPLAST,train,564,473
field0760.jpg,KINETOPLAST,train,481,260
field0760.jpg,NUCLEUS,train,465,263
field0760.jpg,KINETOPLAST,train,477,543
field0760.jpg,NUCLEUS,train,470,532
field0760.jpg,KINETOPLAST,train,538,612
field0761.jpg,KINETOPLAST,train,240,306
field0761.jpg,NUCLEUS,train,248,319
field0761.jpg,KINETOPLAST,train,425,504
field0761.jpg,KINETOPLAST,train,309,608
field0761.jpg,KINETOPLAST,train,118,649
field0761.jpg,NUCLEUS,train,101,649
field0762.jpg,KINETOPLAST,train,428,265
field0762.jpg,NUCLEUS,train,424,280
field0762.jpg,KINETOPLAST,train,419,536
field0762.jpg,KINETOPLAST,train,263,527
field0762.jpg,KINETOPLAST,train,99,421
field0762.jpg,NUCLEUS,train,87,409
field0763.jpg,KINETOPLAST,train,589,368
field0763.jpg,NUCLEUS,train,576,376
field0763.jpg,KINETOPLAST,train,391,553
field0763.jpg,KINETOPLAST,train,287,437
field0763.jpg,KINETOPLAST,train,246,246
field0763.jpg,NUCLEUS,train,246,229
field0764.jpg,KINETOPLAST,train,631,556
field0764.jpg,NUCLEUS,train,616,552
field0764.jpg,KINETOPLAST,train,360,547
field0764.jpg,KINETOPLAST,train,369,391
field0764.jpg,KINETOPLAST,train,474,227
field0764.jpg,NUCLEUS,train,486,215
field0765.jpg,KINETOPLAST,train,527,717
field0765.jpg,NUCLEUS,train,519,704
field0765.jpg,KINETOPLAST,train,342,519
field0765.jpg,KINETOPLAST,train,458,415
field0765.jpg,KINETOPLAST,train,649,374
field0765.jpg,NUCLEUS,train,666,374
field0766.jpg,KINETOPLAST,train,340,759
field0766.jpg,NUCLEUS,train,344,744
field0766.jpg,KINETOPLAST,train,349,488
field0766.jpg,KINETOPLAST,train,505,497
field0766.jpg,KINETOPLAST,train,669,603
field0766.jpg,NUCLEUS,train,681,615
field0767.jpg,KINETOPLAST,train,178,655
field0767.jpg,NUCLEUS,train,191,647
field0767.jpg,KINETOPLAST,train,376,470
field0767.jpg,KINETOPLAST,train,480,586
field0767.jpg,KINETOPLAST,train,521,777
field0767.jpg,NUCLEUS,train,521,794
field0768.jpg,KINETOPLAST,train,370,251
field0768.jpg,NUCLEUS,train,360,255
field0769.jpg,KINETOPLAST,train,559,318
field0769.jpg,NUCLEUS,train,549,314
field0770.jpg,KINETOPLAST,train,644,498
field0770.jpg,NUCLEUS,train,640,488
field0771.jpg,KINETOPLAST,train,578,687
field0771.jpg,NUCLEUS,train,582,677
field0772.jpg,KINETOPLAST,train,397,772
field0772.jpg,NUCLEUS,train,407,768
field0773.jpg,KINETOPLAST,train,209,706
field0773.jpg,NUCLEUS,train,219,710
field0774.jpg,KINETOPLAST,train,123,525
field0774.jpg,NUCLEUS,train,127,535
field0775.jpg,KINETOPLAST,train,138,437
field0775.jpg,NUCLEUS,train,132,424
field0775.jpg,KINETOPLAST,train,246,613
field0775.jpg,NUCLEUS,train,229,615
field0775.jpg,KINETOPLAST,train,161,693
field0775.jpg,NUCLEUS,train,154,704
field0775.jpg,KINETOPLAST,train,161,692
field0775.jpg,NUCLEUS,train,153,704
field0775.jpg,KINETOPLAST,train,551,729
field0775.jpg,NUCLEUS,train,560,740
field0775.jpg,KINETOPLAST,train,565,585
field0775.jpg,NUCLEUS,train,565,600
field0776.jpg,KINETOPLAST,train,263,286
field0776.jpg,NUCLEUS,train,268,272
field0776.jpg,KINETOPLAST,train,215,487
field0776.jpg,NUCLEUS,train,202,476
field0776.jpg,KINETOPLAST,train,98,483
field0776.jpg,NUCLEUS,train,86,486
field0776.jpg,KINETOPLAST,train,99,482
field0776.jpg,NUCLEUS,train,85,485
field0776.jpg,KINETOPLAST,train,349,784
field0776.jpg,NUCLEUS,train,347,798
field0776.jpg,KINETOPLAST,train,460,692
field0776.jpg,NUCLEUS,train,450,703
field0777.jpg,KINETOPLAST,train,458,266
field0777.jpg,NUCLEUS,train,471,260
field0777.jpg,KINETOPLAST,train,282,374
field0777.jpg,NUCLEUS,train,280,357
field0777.jpg,KINETOPLAST,train,202,289
field0777.jpg,NUCLEUS,train,191,282
field0777.jpg,KINETOPLAST,train,203,289
field0777.jpg,NUCLEUS,train,191,281
field0777.jpg,KINETOPLAST,train,166,679
field0777.jpg,NUCLEUS,train,155,688
field0777.jpg,KINETOPLAST,train,310,693
field0777.jpg,NUCLEUS,train,295,693
field0778.jpg,KINETOPLAST,train,610,391
field0778.jpg,NUCLEUS,train,624,395
field0778.jpg,KINETOPLAST,train,409,343
field0778.jpg,NUCLEUS,train,420,330
field0778.jpg,KINETOPLAST,train,412,226
field0778.jpg,NUCLEUS,train,409,214
field0778.jpg,KINETOPLAST,train,413,227
field0778.jpg,NUCLEUS,train,410,213
field0778.jpg,KINETOPLAST,train,112,477
field0778.jpg,NUCLEUS,train,98,475
field0778.jpg,KINETOPLAST,train,204,588
field0778.jpg,NUCLEUS,train,193,578
field0779.jpg,KINETOPLAST,train,629,586
field0779.jpg,NUCLEUS,train,635,599
field0779.jpg,KINETOPLAST,train,521,410
field0779.jpg,NUCLEUS,train,538,408
field0779.jpg,KINETOPLAST,train,606,330
field0779.jpg,NUCLEUS,train,613,319
field0779.jpg,KINETOPLAST,train,606,331
field0779.jpg,NUCLEUS,train,614,319
field0779.jpg,KINETOPLAST,train,216,294
field0779.jpg,NUCLEUS,train,207,283
field0779.jpg,KINETOPLAST,train,202,438
field0779.jpg,NUCLEUS,train,202,423
field0780.jpg,KINETOPLAST,train,505,738
field0780.jpg,NUCLEUS,train,500,752
field0780.jpg,KINETOPLAST,train,553,537
field0780.jpg,NUCLEUS,train,566,548
field0780.jpg,KINETOPLAST,train,670,541
field0780.jpg,NUCLEUS,train,682,538
field0780.jpg,KINETOPLAST,train,669,542
field0780.jpg,NUCLEUS,train,683,539
field0780.jpg,KINETOPLAST,train,418,240
field0780.jpg,NUCLEUS,train,420,226
field0780.jpg,KINETOPLAST,train,307,332
field0780.jpg,NUCLEUS,train,317,321
field0781.jpg,KINETOPLAST,train,309,757
field0781.jpg,NUCLEUS,train,296,763
field0781.jpg,KINETOPLAST,train,485,649
field0781.jpg,NUCLEUS,train,487,666
field0781.jpg,KINETOPLAST,train,565,734
field0781.jpg,NUCLEUS,train,576,741
field0781.jpg,KINETOPLAST,train,564,734
field0781.jpg,NUCLEUS,train,576,742
field0781.jpg,KINETOPLAST,train,601,344
