filename,x,y,structure,set,new_x,new_y
field0006.jpg,299,1445,KINETOPLAST,train,94,453
field0006.jpg,370,1467,NUCLEUS,train,116,460
field0006.jpg,253,1789,KINETOPLAST,train,79,561
field0006.jpg,273,1843,NUCLEUS,train,86,578
field0006.jpg,393,2120,KINETOPLAST,train,123,665
field0006.jpg,1254,1168,KINETOPLAST_CELL_BODY,train,393,366
field0006.jpg,1295,1170,NUCLEUS,train,406,367
field0006.jpg,1343,2075,KINETOPLAST,train,421,651
field0006.jpg,1383,2112,NUCLEUS,train,434,663
field0006.jpg,434,2162,NUCLEUS,train,136,678
field0007.jpg,983,2614,KINETOPLAST,train,218,581
field0007.jpg,1370,2429,KINETOPLAST,train,304,540
field0007.jpg,1008,2560,NUCLEUS,train,224,569
field0007.jpg,1458,1010,NUCLEUS,train,324,224
field0007.jpg,1337,2375,NUCLEUS,train,297,528
field0008.jpg,554,1731,KINETOPLAST,train,174,543
field0008.jpg,571,1797,NUCLEUS_CELL_BODY,train,179,564
field0009.jpg,1627,1183,KINETOPLAST_CELL_BODY,train,510,371
field0009.jpg,1642,1125,NUCLEUS_CELL_BODY,train,515,353
field0009.jpg,240,1968,NUCLEUS,train,75,617
field0009.jpg,363,2041,NUCLEUS,train,114,640
field0009.jpg,355,1999,KINETOPLAST,train,111,627
field0009.jpg,962,1782,KINETOPLAST,train,302,559
field0009.jpg,991,1810,NUCLEUS,train,311,568
field0009.jpg,1363,1843,KINETOPLAST,train,428,578
field0009.jpg,1393,1873,NUCLEUS,train,437,588
field0009.jpg,1900,1717,KINETOPLAST_CELL_BODY,train,596,539
field0009.jpg,1967,1703,NUCLEUS,train,617,534
field0010.jpg,2011,1284,KINETOPLAST,train,631,403
field0010.jpg,1968,1255,NUCLEUS,train,617,394
field0010.jpg,1365,1913,KINETOPLAST,train,428,600
field0010.jpg,1374,1874,NUCLEUS,train,431,588
field0010.jpg,1346,2206,KINETOPLAST,train,422,692
field0010.jpg,1363,2150,NUCLEUS_CELL_BODY,train,428,675
field0011.jpg,437,1491,KINETOPLAST,train,137,468
field0011.jpg,485,1504,NUCLEUS,train,152,472
field0011.jpg,1300,1519,KINETOPLAST,train,408,477
field0011.jpg,1315,1565,NUCLEUS_CELL_BODY,train,413,491
field0011.jpg,1272,2017,KINETOPLAST,train,399,633
field0011.jpg,1322,2030,NUCLEUS_CELL_BODY,train,415,637
field0011.jpg,934,2542,KINETOPLAST,train,293,797
field0011.jpg,897,2580,NUCLEUS,train,281,809
field0012.jpg,606,1073,KINETOPLAST,train,190,337
field0012.jpg,593,1107,NUCLEUS,train,186,347
field0012.jpg,1006,2092,T_CRUZI,train,316,656
field0014.jpg,1484,1231,T_CRUZI,train,466,386
field0014.jpg,504,2018,KINETOPLAST,train,158,633
field0014.jpg,459,2001,NUCLEUS,train,144,628
field0014.jpg,1372,2244,KINETOPLAST_CELL_BODY,train,430,704
field0014.jpg,1376,2294,NUCLEUS_CELL_BODY,train,432,720
field0014.jpg,1144,2170,KINETOPLAST,train,359,681
field0014.jpg,1109,2213,NUCLEUS,train,348,694
field0014.jpg,1132,2544,KINETOPLAST,train,355,798
field0014.jpg,1142,2582,NUCLEUS,train,358,810
field0014.jpg,1129,2541,KINETOPLAST,train,354,797
field0014.jpg,1139,2584,NUCLEUS,train,357,811
field0014.jpg,2091,1744,KINETOPLAST,train,656,547
field0014.jpg,2136,1750,NUCLEUS,train,670,549
field0014.jpg,1798,1390,KINETOPLAST,train,564,436
field0014.jpg,1833,1423,NUCLEUS,train,575,446
field0015.jpg,749,1822,KINETOPLAST,train,235,572
field0015.jpg,785,1812,NUCLEUS,train,246,568
field0015.jpg,1078,2053,KINETOPLAST,train,338,644
field0015.jpg,1121,2044,NUCLEUS,train,352,641
field0016.jpg,548,1373,KINETOPLAST,train,172,431
field0016.jpg,604,1379,NUCLEUS,train,189,433
field0016.jpg,1912,1905,KINETOPLAST,train,600,598
field0016.jpg,1953,1881,NUCLEUS,train,613,590
field0017.jpg,1039,1633,KINETOPLAST,train,326,512
field0017.jpg,1074,1629,NUCLEUS,train,337,511
field0017.jpg,546,1999,KINETOPLAST,train,171,627
field0017.jpg,566,1954,NUCLEUS,train,178,613
field0017.jpg,348,2224,NUCLEUS,train,109,698
field0017.jpg,323,2250,KINETOPLAST,train,101,706
field0017.jpg,1464,1932,KINETOPLAST,train,459,606
field0017.jpg,1446,1965,NUCLEUS,train,454,616
field0017.jpg,1721,2627,KINETOPLAST,train,540,824
field0017.jpg,1767,2666,NUCLEUS,train,554,836
field0018.jpg,896,2437,KINETOPLAST,train,199,542
field0018.jpg,848,2410,NUCLEUS,train,188,536
field0019.jpg,1303,1051,KINETOPLAST,train,290,234
field0019.jpg,1039,2346,KINETOPLAST,train,231,521
field0019.jpg,1095,2281,NUCLEUS,train,243,507
field0019.jpg,1860,2611,KINETOPLAST,train,413,580
field0019.jpg,1941,2607,NUCLEUS,train,431,579
field0019.jpg,1471,2960,KINETOPLAST,train,327,658
field0019.jpg,1440,2930,NUCLEUS,train,320,651
field0019.jpg,1653,3581,KINETOPLAST,train,367,796
field0019.jpg,1667,3499,NUCLEUS,train,370,778
field0019.jpg,2321,3797,KINETOPLAST,train,516,844
field0019.jpg,1648,3578,KINETOPLAST,train,366,795
field0019.jpg,1667,3501,NUCLEUS,train,370,778
field0019.jpg,1319,1009,NUCLEUS,train,293,224
field0019.jpg,2308,3736,NUCLEUS,train,513,830
field0020.jpg,158,1330,KINETOPLAST,train,50,417
field0020.jpg,210,1337,NUCLEUS_CELL_BODY,train,66,419
field0020.jpg,364,1749,KINETOPLAST,train,114,549
field0020.jpg,365,1676,NUCLEUS,train,115,526
field0020.jpg,1399,1437,KINETOPLAST,train,439,451
field0020.jpg,1848,1857,NUCLEUS,train,580,583
field0020.jpg,1161,1572,KINETOPLAST,train,364,493
field0020.jpg,1180,1541,NUCLEUS_CELL_BODY,train,370,483
field0020.jpg,1354,1436,NUCLEUS_CELL_BODY,train,425,451
field0020.jpg,1100,1854,T_CRUZI,train,345,582
field0020.jpg,1084,2144,KINETOPLAST_CELL_BODY,train,340,673
field0020.jpg,1044,2115,NUCLEUS_CELL_BODY,train,328,664
field0020.jpg,1855,1637,KINETOPLAST,train,582,514
field0020.jpg,1819,1806,KINETOPLAST,train,571,567
field0020.jpg,1875,1682,NUCLEUS,train,588,528
field0020.jpg,1861,1772,NUCLEUS_CELL_BODY,train,584,556
field0020.jpg,1928,1988,NUCLEUS,train,605,624
field0021.jpg,485,2187,KINETOPLAST,train,108,486
field0021.jpg,504,2237,NUCLEUS,train,112,497
field0021.jpg,858,2635,KINETOPLAST,train,191,586
field0021.jpg,912,2696,NUCLEUS,train,203,599
field0021.jpg,2000,2749,NUCLEUS,train,444,611
field0021.jpg,1993,2816,KINETOPLAST,train,443,626
field0021.jpg,1749,3121,KINETOPLAST,train,389,694
field0021.jpg,1661,3109,NUCLEUS_CELL_BODY,train,369,691
field0021.jpg,783,3257,KINETOPLAST,train,174,724
field0021.jpg,712,3266,NUCLEUS,train,158,726
field0022.jpg,813,2182,NUCLEUS,train,255,685
field0022.jpg,892,2105,NUCLEUS,train,280,660
field0022.jpg,284,1404,NUCLEUS,train,89,440
field0022.jpg,1060,2145,NUCLEUS,train,333,673
field0023.jpg,1798,2398,KINETOPLAST,train,400,533
field0023.jpg,1715,2429,NUCLEUS,train,381,540
field0023.jpg,3017,1976,KINETOPLAST,train,670,439
field0023.jpg,3100,1983,NUCLEUS,train,689,441
field0023.jpg,2935,2776,KINETOPLAST,train,652,617
field0023.jpg,2192,3388,NUCLEUS,train,487,753
field0023.jpg,2254,3419,KINETOPLAST,train,501,760
field0023.jpg,1203,3169,KINETOPLAST,train,267,704
field0023.jpg,1257,3149,NUCLEUS_CELL_BODY,train,279,700
field0023.jpg,2760,2287,NUCLEUS,train,613,508
field0023.jpg,2978,2825,NUCLEUS,train,662,628
field0023.jpg,82,2208,NUCLEUS,train,18,491
field0023.jpg,2550,3044,NUCLEUS,train,567,676
field0024.jpg,1365,745,T_CRUZI,train,428,234
field0024.jpg,1824,1562,T_CRUZI,train,572,490
field0024.jpg,657,1952,KINETOPLAST,train,206,612
field0024.jpg,670,1986,NUCLEUS,train,210,623
field0024.jpg,678,2105,NUCLEUS_CELL_BODY,train,213,660
field0024.jpg,643,2089,KINETOPLAST,train,202,655
field0024.jpg,1235,2401,KINETOPLAST_CELL_BODY,train,387,753
field0024.jpg,1288,2377,NUCLEUS,train,404,746
field0024.jpg,760,2730,KINETOPLAST,train,238,856
field0024.jpg,729,2689,NUCLEUS,train,229,844
field0025.jpg,1236,1347,KINETOPLAST,train,388,423
field0025.jpg,1224,1384,NUCLEUS,train,384,434
field0025.jpg,531,2169,KINETOPLAST_CELL_BODY,train,167,680
field0025.jpg,490,2166,NUCLEUS,train,154,680
field0025.jpg,1450,2395,KINETOPLAST,train,455,751
field0025.jpg,1471,2431,NUCLEUS_CELL_BODY,train,461,763
field0027.jpg,1650,987,KINETOPLAST,train,367,219
field0027.jpg,1174,1005,KINETOPLAST,train,261,223
field0027.jpg,1232,1058,NUCLEUS,train,274,235
field0027.jpg,1585,2552,KINETOPLAST,train,352,567
field0027.jpg,1616,2617,NUCLEUS,train,359,582
field0027.jpg,716,3318,KINETOPLAST,train,159,737
field0027.jpg,728,3408,NUCLEUS,train,162,757
field0028.jpg,851,1326,KINETOPLAST,train,267,416
field0028.jpg,851,1343,KINETOPLAST,train,267,421
field0028.jpg,834,1295,NUCLEUS,train,262,406
field0028.jpg,871,1386,NUCLEUS,train,273,435
field0028.jpg,558,1611,KINETOPLAST_CELL_BODY,train,175,505
field0028.jpg,527,1630,NUCLEUS,train,165,511
field0028.jpg,842,2109,KINETOPLAST,train,264,662
field0028.jpg,822,2056,NUCLEUS,train,258,645
field0028.jpg,1772,1875,KINETOPLAST,train,556,588
field0028.jpg,1790,1934,NUCLEUS,train,562,607
field0029.jpg,448,1281,KINETOPLAST,train,141,402
field0029.jpg,429,1244,NUCLEUS,train,135,390
field0029.jpg,762,1532,KINETOPLAST,train,239,481
field0029.jpg,760,1572,NUCLEUS,train,238,493
field0029.jpg,1127,1457,KINETOPLAST_CELL_BODY,train,354,457
field0029.jpg,1119,1511,NUCLEUS_CELL_BODY,train,351,474
field0029.jpg,1774,1591,KINETOPLAST,train,557,499
field0029.jpg,1758,1536,NUCLEUS,train,552,482
field0029.jpg,1711,2053,KINETOPLAST,train,537,644
field0029.jpg,1645,2070,NUCLEUS,train,516,649
field0030.jpg,1990,1756,KINETOPLAST_CELL_BODY,train,624,551
field0030.jpg,1946,1791,NUCLEUS,train,611,562
field0032.jpg,545,1068,KINETOPLAST,train,171,335
field0032.jpg,575,1030,NUCLEUS,train,180,323
field0032.jpg,398,1583,T_CRUZI,train,125,497
field0032.jpg,185,1731,KINETOPLAST,train,58,543
field0032.jpg,236,1728,NUCLEUS_CELL_BODY,train,74,542
field0032.jpg,1294,1622,KINETOPLAST,train,406,509
field0032.jpg,1253,1650,NUCLEUS,train,393,518
field0032.jpg,643,2277,KINETOPLAST,train,202,714
field0032.jpg,646,2240,NUCLEUS,train,203,703
field0032.jpg,697,2600,NUCLEUS,train,219,816
field0032.jpg,728,2561,KINETOPLAST,train,228,803
field0033.jpg,1954,3734,NUCLEUS,train,434,830
field0033.jpg,1025,2876,NUCLEUS,train,228,639
field0033.jpg,2972,2434,NUCLEUS,train,660,541
field0034.jpg,1100,1591,KINETOPLAST,train,244,354
field0034.jpg,1141,1522,NUCLEUS,train,254,338
field0034.jpg,622,1797,KINETOPLAST,train,138,399
field0034.jpg,560,1782,NUCLEUS,train,124,396
field0034.jpg,1244,2577,KINETOPLAST,train,276,573
field0034.jpg,1202,2603,NUCLEUS,train,267,578
field0034.jpg,1213,2989,KINETOPLAST,train,270,664
field0034.jpg,1279,2935,NUCLEUS_CELL_BODY,train,284,652
field0034.jpg,2313,1764,KINETOPLAST,train,514,392
field0034.jpg,2296,1701,NUCLEUS_CELL_BODY,train,510,378
field0034.jpg,1950,2260,KINETOPLAST,train,433,502
field0034.jpg,1987,2315,NUCLEUS,train,442,514
field0034.jpg,2580,2775,KINETOPLAST,train,573,617
field0034.jpg,2531,2731,NUCLEUS,train,562,607
field0035.jpg,622,934,KINETOPLAST,train,195,293
field0035.jpg,651,960,NUCLEUS,train,204,301
field0035.jpg,1334,846,KINETOPLAST,train,419,265
field0035.jpg,1339,905,NUCLEUS,train,420,284
field0035.jpg,1004,1918,KINETOPLAST,train,315,602
field0035.jpg,1007,1864,NUCLEUS_CELL_BODY,train,316,585
field0035.jpg,445,1630,KINETOPLAST,train,140,511
field0035.jpg,486,1629,NUCLEUS,train,152,511
field0035.jpg,991,2531,KINETOPLAST_CELL_BODY,train,311,794
field0035.jpg,1052,2522,NUCLEUS_CELL_BODY,train,330,791
field0035.jpg,2084,2028,KINETOPLAST,train,654,636
field0035.jpg,2123,2052,NUCLEUS,train,666,644
field0036.jpg,1889,1832,KINETOPLAST,train,420,407
field0036.jpg,487,2322,KINETOPLAST,train,108,516
field0036.jpg,1185,2746,KINETOPLAST,train,263,610
field0036.jpg,1247,2732,NUCLEUS,train,277,607
field0036.jpg,1785,2481,NUCLEUS,train,397,551
field0036.jpg,1857,2518,KINETOPLAST,train,413,560
field0036.jpg,2250,2499,KINETOPLAST,train,500,555
field0036.jpg,2281,2557,NUCLEUS,train,507,568
field0036.jpg,1669,3580,KINETOPLAST,train,371,796
field0036.jpg,1637,3615,NUCLEUS,train,364,803
field0036.jpg,1434,1237,NUCLEUS,train,319,275
field0036.jpg,514,2290,NUCLEUS,train,114,509
field0036.jpg,1831,1787,NUCLEUS,train,407,397
field0036.jpg,498,3070,NUCLEUS,train,111,682
field0037.jpg,1545,1783,KINETOPLAST,train,343,396
field0037.jpg,1464,1791,NUCLEUS,train,325,398
field0037.jpg,1511,1902,KINETOPLAST,train,336,423
field0037.jpg,1553,1943,NUCLEUS,train,345,432
field0037.jpg,1418,2116,KINETOPLAST,train,315,470
field0037.jpg,1390,2177,NUCLEUS,train,309,484
field0037.jpg,1445,2924,KINETOPLAST,train,321,650
field0037.jpg,1491,2961,NUCLEUS,train,331,658
field0037.jpg,2446,3499,KINETOPLAST,train,544,778
field0037.jpg,3093,2823,NUCLEUS,train,687,627
field0037.jpg,2400,3465,NUCLEUS,train,533,770
field0038.jpg,2844,1835,KINETOPLAST,train,632,408
field0038.jpg,2892,1781,NUCLEUS,train,643,396
field0038.jpg,527,2415,KINETOPLAST,train,117,537
field0038.jpg,545,2354,NUCLEUS,train,121,523
field0038.jpg,1274,2528,KINETOPLAST,train,283,562
field0038.jpg,1223,2693,KINETOPLAST,train,272,598
field0038.jpg,1588,2839,KINETOPLAST,train,353,631
field0038.jpg,1628,2781,NUCLEUS,train,362,618
field0038.jpg,2847,1834,KINETOPLAST,train,633,408
field0038.jpg,2893,1781,NUCLEUS,train,643,396
field0039.jpg,858,1665,KINETOPLAST,train,269,522
field0039.jpg,896,1694,NUCLEUS_CELL_BODY,train,281,531
field0039.jpg,635,2219,KINETOPLAST,train,199,696
field0039.jpg,629,2265,NUCLEUS,train,197,711
field0039.jpg,227,2219,KINETOPLAST,train,71,696
field0039.jpg,175,2188,NUCLEUS,train,55,686
field0040.jpg,1593,1968,KINETOPLAST,train,354,437
field0040.jpg,1632,1962,NUCLEUS,train,363,436
field0040.jpg,1549,3676,KINETOPLAST,train,344,817
field0040.jpg,1487,3643,NUCLEUS,train,330,810
field0041.jpg,1566,1157,KINETOPLAST,train,491,363
field0041.jpg,1549,1098,NUCLEUS,train,486,344
field0041.jpg,1531,1132,NUCLEUS,train,480,355
field0041.jpg,1530,1100,KINETOPLAST,train,480,345
field0041.jpg,1081,1838,KINETOPLAST,train,339,577
field0041.jpg,1048,1840,NUCLEUS,train,329,577
field0042.jpg,899,1699,KINETOPLAST,train,200,378
field0042.jpg,885,1768,NUCLEUS,train,197,393
field0042.jpg,1687,1616,KINETOPLAST,train,375,359
field0042.jpg,1651,1599,NUCLEUS,train,367,355
field0042.jpg,1970,1925,KINETOPLAST,train,438,428
field0042.jpg,2046,1915,NUCLEUS,train,455,426
field0042.jpg,1434,2604,KINETOPLAST,train,319,579
field0042.jpg,1499,2551,NUCLEUS_CELL_BODY,train,333,567
field0042.jpg,1273,2947,KINETOPLAST,train,283,655
field0042.jpg,1367,2983,NUCLEUS_CELL_BODY,train,304,663
field0042.jpg,2469,2902,KINETOPLAST,train,549,645
field0042.jpg,2436,2858,NUCLEUS,train,541,635
field0043.jpg,2325,1487,KINETOPLAST,train,517,330
field0043.jpg,2368,1457,NUCLEUS,train,526,324
field0043.jpg,978,1934,KINETOPLAST,train,217,430
field0043.jpg,1017,1989,NUCLEUS,train,226,442
field0043.jpg,2440,2520,NUCLEUS,train,542,560
field0043.jpg,2408,2564,KINETOPLAST,train,535,570
field0043.jpg,1223,2317,KINETOPLAST,train,272,515
field0043.jpg,1278,2325,NUCLEUS,train,284,517
field0043.jpg,2186,3096,KINETOPLAST,train,486,688
field0043.jpg,2238,3115,NUCLEUS,train,497,692
field0043.jpg,2461,3721,NUCLEUS,train,547,827
field0043.jpg,2952,1752,NUCLEUS,train,656,389
field0043.jpg,1533,2742,NUCLEUS,train,341,609
field0044.jpg,1173,917,NUCLEUS,train,261,204
field0044.jpg,697,2191,NUCLEUS,train,155,487
field0044.jpg,796,2186,KINETOPLAST,train,177,486
field0044.jpg,1850,3278,KINETOPLAST,train,411,728
field0044.jpg,1877,3316,NUCLEUS,train,417,737
field0045.jpg,738,1180,KINETOPLAST,train,232,370
field0045.jpg,786,1195,NUCLEUS,train,247,375
field0045.jpg,1408,1742,KINETOPLAST_CELL_BODY,train,442,547
field0045.jpg,1381,1810,NUCLEUS_CELL_BODY,train,433,568
field0045.jpg,1024,2121,KINETOPLAST,train,321,665
field0045.jpg,1048,2160,NUCLEUS_CELL_BODY,train,329,678
field0045.jpg,1405,1743,KINETOPLAST_CELL_BODY,train,441,547
field0045.jpg,1378,1812,NUCLEUS_CELL_BODY,train,432,568
field0045.jpg,1515,2595,KINETOPLAST,train,475,814
field0045.jpg,1938,1817,KINETOPLAST,train,608,570
field0045.jpg,1917,1839,NUCLEUS,train,601,577
field0045.jpg,530,2110,NUCLEUS,train,166,662
field0045.jpg,1570,2647,NUCLEUS,train,493,830
field0045.jpg,1574,1316,NUCLEUS,train,494,413
field0046.jpg,2044,1325,KINETOPLAST_CELL_BODY,train,641,416
field0046.jpg,2019,1350,NUCLEUS,train,633,424
field0046.jpg,961,1561,KINETOPLAST,train,301,490
field0046.jpg,961,1514,NUCLEUS,train,301,475
field0046.jpg,2038,1325,KINETOPLAST_CELL_BODY,train,639,416
field0046.jpg,2012,1350,NUCLEUS,train,631,424
field0046.jpg,1556,1925,KINETOPLAST,train,488,604
field0046.jpg,1569,1952,NUCLEUS,train,492,612
field0046.jpg,951,2159,KINETOPLAST_CELL_BODY,train,298,677
field0046.jpg,892,2162,NUCLEUS_CELL_BODY,train,280,678
field0047.jpg,971,1130,KINETOPLAST,train,305,355
field0047.jpg,1020,1097,NUCLEUS,train,320,344
field0047.jpg,622,1349,KINETOPLAST,train,195,423
field0047.jpg,626,1317,NUCLEUS,train,196,413
field0047.jpg,970,1128,KINETOPLAST,train,304,354
field0047.jpg,1025,1099,NUCLEUS,train,322,345
field0047.jpg,1893,1511,KINETOPLAST_CELL_BODY,train,594,474
field0047.jpg,1857,1482,NUCLEUS,train,583,465
field0047.jpg,1899,2031,KINETOPLAST,train,596,637
field0047.jpg,1894,2057,NUCLEUS,train,594,645
field0047.jpg,1555,2320,KINETOPLAST,train,488,728
field0047.jpg,1550,2355,NUCLEUS,train,486,739
field0048.jpg,1596,1487,KINETOPLAST,train,355,330
field0048.jpg,1623,1439,NUCLEUS,train,361,320
field0048.jpg,1231,1781,KINETOPLAST,train,274,396
field0048.jpg,1208,1719,NUCLEUS,train,268,382
field0048.jpg,3184,2242,KINETOPLAST,train,708,498
field0048.jpg,2869,2969,KINETOPLAST,train,638,660
field0048.jpg,2857,2873,NUCLEUS,train,635,638
field0048.jpg,1552,3836,KINETOPLAST,train,345,852
field0048.jpg,3173,2304,NUCLEUS,train,705,512
field0048.jpg,632,3426,NUCLEUS,train,140,761
field0048.jpg,1500,3840,NUCLEUS,train,333,853
field0049.jpg,1337,1575,KINETOPLAST,train,297,350
field0049.jpg,1345,1616,NUCLEUS,train,299,359
field0049.jpg,1551,2329,KINETOPLAST,train,345,518
field0049.jpg,1599,2305,NUCLEUS,train,355,512
field0049.jpg,2170,2478,NUCLEUS,train,482,551
field0049.jpg,2181,2536,KINETOPLAST,train,485,564
field0049.jpg,1443,2838,KINETOPLAST,train,321,631
field0049.jpg,1483,2819,NUCLEUS,train,330,626
field0049.jpg,942,3804,NUCLEUS,train,209,845
field0049.jpg,903,3824,KINETOPLAST,train,201,850
field0049.jpg,2128,3541,KINETOPLAST,train,473,787
field0049.jpg,2188,3569,NUCLEUS,train,486,793
field0050.jpg,588,1341,KINETOPLAST,train,131,298
field0050.jpg,591,1419,NUCLEUS,train,131,315
field0050.jpg,572,1481,NUCLEUS,train,127,329
field0050.jpg,627,1462,KINETOPLAST,train,139,325
field0050.jpg,1303,1583,KINETOPLAST,train,290,352
field0050.jpg,1342,1564,NUCLEUS,train,298,348
field0050.jpg,144,2466,KINETOPLAST,train,32,548
field0050.jpg,56,2477,NUCLEUS,train,12,550
field0050.jpg,822,2393,KINETOPLAST,train,183,532
field0050.jpg,793,2460,NUCLEUS_CELL_BODY,train,176,547
field0050.jpg,968,2642,KINETOPLAST_CELL_BODY,train,215,587
field0050.jpg,932,2572,NUCLEUS,train,207,572
field0050.jpg,2416,2553,KINETOPLAST,train,537,567
field0050.jpg,2418,2653,NUCLEUS,train,537,590
field0050.jpg,1750,2720,KINETOPLAST,train,389,604
field0050.jpg,1811,2745,NUCLEUS,train,402,610
field0050.jpg,1844,3053,KINETOPLAST,train,410,678
field0050.jpg,1807,3086,NUCLEUS,train,402,686
field0050.jpg,1937,3123,KINETOPLAST,train,430,694
field0050.jpg,1937,3123,KINETOPLAST,train,430,694
field0050.jpg,1951,3196,NUCLEUS,train,434,710
field0050.jpg,524,3674,KINETOPLAST,train,116,816
field0050.jpg,568,3715,NUCLEUS,train,126,826
field0050.jpg,1154,3888,KINETOPLAST_CELL_BODY,train,256,864
field0050.jpg,1213,3861,NUCLEUS,train,270,858
field0051.jpg,628,1823,KINETOPLAST,train,140,405
field0051.jpg,697,1834,NUCLEUS,train,155,408
field0051.jpg,1790,3007,KINETOPLAST,train,398,668
field0051.jpg,1761,3074,NUCLEUS,train,391,683
field0052.jpg,1091,1592,KINETOPLAST,train,242,354
field0052.jpg,969,1632,NUCLEUS,train,215,363
field0052.jpg,982,1890,KINETOPLAST,train,218,420
field0052.jpg,955,1813,NUCLEUS,train,212,403
field0052.jpg,1468,2014,KINETOPLAST,train,326,448
field0052.jpg,1521,2071,NUCLEUS,train,338,460
field0052.jpg,1828,2259,KINETOPLAST,train,406,502
field0052.jpg,1851,2207,NUCLEUS_CELL_BODY,train,411,490
field0052.jpg,625,2454,KINETOPLAST,train,139,545
field0052.jpg,560,2470,NUCLEUS_CELL_BODY,train,124,549
field0052.jpg,1123,2902,KINETOPLAST,train,250,645
field0052.jpg,1087,2963,NUCLEUS_CELL_BODY,train,242,658
field0053.jpg,2162,1569,KINETOPLAST,train,678,492
field0053.jpg,2109,1564,NUCLEUS,train,662,491
field0053.jpg,1613,1856,KINETOPLAST,train,506,582
field0053.jpg,1623,1822,NUCLEUS,train,509,572
field0053.jpg,1844,2043,KINETOPLAST,train,579,641
field0053.jpg,1617,1814,NUCLEUS,train,507,569
field0053.jpg,1845,2045,KINETOPLAST,train,579,642
field0053.jpg,1860,2079,NUCLEUS,train,584,652
field0053.jpg,1493,2002,KINETOPLAST,train,468,628
field0053.jpg,1475,1950,NUCLEUS,train,463,612
field0053.jpg,2166,1566,KINETOPLAST,train,680,491
field0053.jpg,2109,1566,NUCLEUS,train,662,491
field0053.jpg,1847,2045,KINETOPLAST,train,579,642
field0053.jpg,1869,2081,NUCLEUS,train,586,653
field0053.jpg,1166,2272,KINETOPLAST_CELL_BODY,train,366,713
field0053.jpg,1178,2331,NUCLEUS,train,370,731
field0053.jpg,586,1790,KINETOPLAST,train,184,562
field0053.jpg,603,1743,NUCLEUS,train,189,547
field0053.jpg,823,1987,KINETOPLAST,train,258,623
field0053.jpg,817,1952,NUCLEUS,train,256,612
field0053.jpg,643,2528,KINETOPLAST,train,202,793
field0053.jpg,679,2506,NUCLEUS,train,213,786
field0053.jpg,541,2055,KINETOPLAST,train,170,645
field0054.jpg,638,1825,KINETOPLAST,train,142,406
field0054.jpg,605,1748,NUCLEUS,train,134,388
field0054.jpg,1969,2132,KINETOPLAST,train,438,474
field0054.jpg,2190,2186,KINETOPLAST,train,487,486
field0054.jpg,2238,2142,NUCLEUS,train,497,476
